MTU (CET/CEST),Area,Production Type,Generation(MW)
02/01/2025 23:00:00 - 02/01/2025 23:15:00,BZN|ES,Hydro Pumped Storage,1424.0
02/01/2025 23:15:00 - 02/01/2025 23:30:00,BZN|ES,Hydro Pumped Storage,1080.0
02/01/2025 23:30:00 - 02/01/2025 23:45:00,BZN|ES,Hydro Pumped Storage,872.0
02/01/2025 23:45:00 - 03/01/2025 00:00:00,BZN|ES,Hydro Pumped Storage,816.0
03/01/2025 00:00:00 - 03/01/2025 00:15:00,BZN|ES,Hydro Pumped Storage,704.0
03/01/2025 00:15:00 - 03/01/2025 00:30:00,BZN|ES,Hydro Pumped Storage,680.0
03/01/2025 00:30:00 - 03/01/2025 00:45:00,BZN|ES,Hydro Pumped Storage,528.0
03/01/2025 00:45:00 - 03/01/2025 01:00:00,BZN|ES,Hydro Pumped Storage,472.0
03/01/2025 01:00:00 - 03/01/2025 01:15:00,BZN|ES,Hydro Pumped Storage,304.0
03/01/2025 01:15:00 - 03/01/2025 01:30:00,BZN|ES,Hydro Pumped Storage,176.0
03/01/2025 01:30:00 - 03/01/2025 01:45:00,BZN|ES,Hydro Pumped Storage,104.0
03/01/2025 01:45:00 - 03/01/2025 02:00:00,BZN|ES,Hydro Pumped Storage,28.0
03/01/2025 02:00:00 - 03/01/2025 02:15:00,BZN|ES,Hydro Pumped Storage,4.0
03/01/2025 02:15:00 - 03/01/2025 02:30:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 02:30:00 - 03/01/2025 02:45:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 02:45:00 - 03/01/2025 03:00:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 03:00:00 - 03/01/2025 03:15:00,BZN|ES,Hydro Pumped Storage,4.0
03/01/2025 03:15:00 - 03/01/2025 03:30:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 03:30:00 - 03/01/2025 03:45:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 03:45:00 - 03/01/2025 04:00:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 04:00:00 - 03/01/2025 04:15:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 04:15:00 - 03/01/2025 04:30:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 04:30:00 - 03/01/2025 04:45:00,BZN|ES,Hydro Pumped Storage,0.0
