MTU (CET/CEST),Area,Production Type,Generation(MW)
02/01/2025 15:15:00 - 02/01/2025 15:30:00,BZN|ES,Fossil Gas,5372.0
02/01/2025 15:30:00 - 02/01/2025 15:45:00,BZN|ES,Fossil Gas,5408.0
02/01/2025 15:45:00 - 02/01/2025 16:00:00,BZN|ES,Fossil Gas,5816.0
02/01/2025 16:00:00 - 02/01/2025 16:15:00,BZN|ES,Fossil Gas,6216.0
02/01/2025 16:15:00 - 02/01/2025 16:30:00,BZN|ES,Fossil Gas,6364.0
02/01/2025 16:30:00 - 02/01/2025 16:45:00,BZN|ES,Fossil Gas,6636.0
02/01/2025 16:45:00 - 02/01/2025 17:00:00,BZN|ES,Fossil Gas,7216.0
02/01/2025 17:00:00 - 02/01/2025 17:15:00,BZN|ES,Fossil Gas,8400.0
02/01/2025 17:15:00 - 02/01/2025 17:30:00,BZN|ES,Fossil Gas,7812.0
02/01/2025 17:30:00 - 02/01/2025 17:45:00,BZN|ES,Fossil Gas,8032.0
02/01/2025 17:45:00 - 02/01/2025 18:00:00,BZN|ES,Fossil Gas,8704.0
02/01/2025 18:00:00 - 02/01/2025 18:15:00,BZN|ES,Fossil Gas,9556.0
02/01/2025 18:15:00 - 02/01/2025 18:30:00,BZN|ES,Fossil Gas,8708.0
02/01/2025 18:30:00 - 02/01/2025 18:45:00,BZN|ES,Fossil Gas,8600.0
02/01/2025 18:45:00 - 02/01/2025 19:00:00,BZN|ES,Fossil Gas,8600.0
02/01/2025 19:00:00 - 02/01/2025 19:15:00,BZN|ES,Fossil Gas,8672.0
02/01/2025 19:15:00 - 02/01/2025 19:30:00,BZN|ES,Fossil Gas,8864.0
02/01/2025 19:30:00 - 02/01/2025 19:45:00,BZN|ES,Fossil Gas,9020.0
02/01/2025 19:45:00 - 02/01/2025 20:00:00,BZN|ES,Fossil Gas,9236.0
02/01/2025 20:00:00 - 02/01/2025 20:15:00,BZN|ES,Fossil Gas,9432.0
02/01/2025 20:15:00 - 02/01/2025 20:30:00,BZN|ES,Fossil Gas,8876.0
02/01/2025 20:30:00 - 02/01/2025 20:45:00,BZN|ES,Fossil Gas,8908.0
02/01/2025 20:45:00 - 02/01/2025 21:00:00,BZN|ES,Fossil Gas,8888.0
