hourly__time,hourly__apparent_temperature,hourly__wind_speed_100m,hourly__wind_direction_100m,daily__weather_code
2025-01-04 11:00:00,4.9,2.7,90,Overcast
2025-01-04 12:00:00,6.8,2.3,86,Partly cloudy
2025-01-04 13:00:00,8.5,7.4,269,Overcast
2025-01-04 14:00:00,8.9,7.9,283,Overcast
2025-01-04 15:00:00,8.5,7.9,325,Overcast
2025-01-04 16:00:00,8.5,6.4,302,Overcast
2025-01-04 17:00:00,6.3,6.0,297,Overcast
2025-01-04 18:00:00,4.9,1.0,248,Overcast
2025-01-04 19:00:00,3.1,7.1,144,Overcast
2025-01-04 20:00:00,1.9,9.7,138,Overcast
2025-01-04 21:00:00,0.6,9.5,134,Overcast
2025-01-04 22:00:00,0.3,6.8,138,Overcast
2025-01-04 23:00:00,0.3,4.7,171,Overcast
2025-01-05 00:00:00,1.6,3.4,198,Overcast
2025-01-05 01:00:00,1.6,4.0,219,Overcast
2025-01-05 02:00:00,1.6,4.0,185,Overcast
2025-01-05 03:00:00,2.5,4.1,195,Overcast
2025-01-05 04:00:00,3.0,4.7,203,Overcast
2025-01-05 05:00:00,3.0,10.6,227,Overcast
2025-01-05 06:00:00,3.9,16.7,221,Overcast
2025-01-05 07:00:00,4.0,17.5,216,Overcast
2025-01-05 08:00:00,5.1,18.1,201,Overcast
2025-01-05 09:00:00,6.9,16.2,206,Overcast
2025-01-05 10:00:00,8.1,21.3,218,Overcast
2025-01-05 11:00:00,8.8,21.1,207,Overcast
2025-01-05 12:00:00,9.0,23.4,202,Overcast
2025-01-05 13:00:00,8.6,25.0,205,Overcast
2025-01-05 14:00:00,9.4,25.3,200,Overcast
2025-01-05 15:00:00,9.3,30.4,214,Overcast
2025-01-05 16:00:00,8.3,36.9,209,Overcast
2025-01-05 17:00:00,7.4,30.8,207,Light drizzle
2025-01-05 18:00:00,6.7,31.5,205,Light drizzle
2025-01-05 19:00:00,7.0,24.8,202,Light drizzle
2025-01-05 20:00:00,7.1,31.5,219,Light drizzle
2025-01-05 21:00:00,7.2,32.9,217,Overcast
2025-01-05 22:00:00,7.0,31.5,215,Overcast
2025-01-05 23:00:00,7.4,29.4,230,Partly cloudy
2025-01-06 00:00:00,7.2,32.3,231,Partly cloudy
2025-01-06 01:00:00,7.3,29.7,225,Dense drizzle
2025-01-06 02:00:00,7.2,32.3,227,Light drizzle
2025-01-06 03:00:00,7.0,26.0,237,Moderate drizzle
2025-01-06 04:00:00,6.3,26.1,252,Moderate drizzle
2025-01-06 05:00:00,7.0,19.7,242,Slight rain
2025-01-06 06:00:00,6.8,23.3,240,Light drizzle
2025-01-06 07:00:00,6.1,25.3,250,Overcast
2025-01-06 08:00:00,6.0,25.4,253,Overcast
2025-01-06 09:00:00,5.9,28.6,252,Overcast
2025-01-06 10:00:00,6.1,30.2,258,Overcast
2025-01-06 11:00:00,6.0,33.5,266,Light drizzle
2025-01-06 12:00:00,6.5,28.3,270,Overcast
2025-01-06 13:00:00,8.8,22.9,271,Overcast
2025-01-06 14:00:00,8.0,26.9,282,Mainly clear
2025-01-06 15:00:00,7.5,24.9,284,Light drizzle
2025-01-06 16:00:00,7.2,26.1,285,Clear sky
2025-01-06 17:00:00,6.0,23.9,276,Mainly clear
2025-01-06 18:00:00,4.9,27.4,270,Clear sky
2025-01-06 19:00:00,3.8,29.4,268,Clear sky
2025-01-06 20:00:00,2.8,27.9,267,Clear sky
2025-01-06 21:00:00,1.9,25.0,268,Clear sky
2025-01-06 22:00:00,1.1,23.8,272,Clear sky
2025-01-06 23:00:00,0.6,21.5,274,Clear sky
2025-01-07 00:00:00,0.1,21.9,275,Clear sky
2025-01-07 01:00:00,0.4,25.7,270,Clear sky
2025-01-07 02:00:00,-0.1,23.1,262,Clear sky
2025-01-07 03:00:00,-0.5,22.6,261,Clear sky
2025-01-07 04:00:00,-0.9,22.9,257,Clear sky
2025-01-07 05:00:00,-1.2,20.8,255,Clear sky
2025-01-07 06:00:00,-1.5,20.0,262,Clear sky
2025-01-07 07:00:00,-1.6,18.9,267,Mainly clear
2025-01-07 08:00:00,-1.1,19.8,269,Partly cloudy
2025-01-07 09:00:00,0.7,16.5,254,Overcast
2025-01-07 10:00:00,3.2,15.3,251,Overcast
2025-01-07 11:00:00,3.8,19.9,264,Overcast
2025-01-07 12:00:00,4.8,16.9,269,Overcast
2025-01-07 13:00:00,5.3,32.7,259,Overcast
2025-01-07 14:00:00,5.7,35.2,254,Overcast
2025-01-07 15:00:00,6.2,32.2,245,Overcast
2025-01-07 16:00:00,6.5,23.8,235,Overcast
2025-01-07 17:00:00,6.3,24.2,235,Overcast
2025-01-07 18:00:00,6.6,20.4,236,Overcast
2025-01-07 19:00:00,6.6,18.9,242,Overcast
2025-01-07 20:00:00,6.7,18.4,244,Overcast
2025-01-07 21:00:00,6.0,16.7,243,Overcast
2025-01-07 22:00:00,5.4,16.2,246,Overcast
2025-01-07 23:00:00,6.2,15.8,243,Overcast
2025-01-08 00:00:00,4.6,16.9,242,Partly cloudy
2025-01-08 01:00:00,5.5,19.3,233,Overcast
2025-01-08 02:00:00,6.1,20.0,226,Overcast
2025-01-08 03:00:00,6.0,21.4,219,Overcast
2025-01-08 04:00:00,5.4,21.3,221,Overcast
2025-01-08 05:00:00,5.1,17.8,224,Overcast
2025-01-08 06:00:00,4.8,17.1,219,Overcast
2025-01-08 07:00:00,2.9,15.6,220,Overcast
2025-01-08 08:00:00,2.4,16.4,201,Overcast
2025-01-08 09:00:00,4.8,15.6,210,Overcast
2025-01-08 10:00:00,7.4,13.4,219,Partly cloudy
2025-01-08 11:00:00,8.9,13.6,242,Overcast
2025-01-08 12:00:00,9.7,13.1,243,Overcast
2025-01-08 13:00:00,8.9,24.9,234,Overcast
2025-01-08 14:00:00,8.1,27.1,238,Partly cloudy
2025-01-08 15:00:00,9.1,25.1,233,Overcast
2025-01-08 16:00:00,8.9,18.8,219,Light drizzle
2025-01-08 17:00:00,8.6,20.0,232,Overcast
2025-01-08 18:00:00,8.4,23.5,243,Overcast
2025-01-08 19:00:00,8.2,29.3,243,Overcast
2025-01-08 20:00:00,8.3,26.9,247,Overcast
2025-01-08 21:00:00,8.2,27.4,246,Overcast
2025-01-08 22:00:00,7.9,29.1,245,Overcast
2025-01-08 23:00:00,7.7,29.9,241,Overcast
2025-01-09 00:00:00,7.5,29.9,244,Overcast
2025-01-09 01:00:00,7.1,31.4,246,Overcast
2025-01-09 02:00:00,7.0,30.9,246,Overcast
2025-01-09 03:00:00,6.6,29.8,252,Overcast
2025-01-09 04:00:00,6.2,30.0,253,Overcast
2025-01-09 05:00:00,5.9,32.6,250,Overcast
2025-01-09 06:00:00,5.7,32.2,252,Overcast
2025-01-09 07:00:00,5.8,31.9,252,Overcast
2025-01-09 08:00:00,5.9,32.2,250,Overcast
2025-01-09 09:00:00,6.3,33.5,249,Overcast
2025-01-09 10:00:00,7.1,36.1,256,Overcast
2025-01-09 11:00:00,8.6,31.3,262,Overcast
2025-01-09 12:00:00,9.4,26.5,262,Overcast
2025-01-09 13:00:00,9.5,30.4,260,Overcast
2025-01-09 14:00:00,10.4,29.8,265,Overcast
2025-01-09 15:00:00,10.8,29.3,264,Overcast
2025-01-09 16:00:00,10.7,26.0,260,Clear sky
2025-01-09 17:00:00,9.7,25.3,266,Clear sky
2025-01-09 18:00:00,8.4,27.0,268,Clear sky
2025-01-09 19:00:00,7.6,28.2,275,Clear sky
2025-01-09 20:00:00,7.2,26.1,272,Clear sky
2025-01-09 21:00:00,6.6,21.3,261,Clear sky
2025-01-09 22:00:00,5.6,18.8,252,Clear sky
2025-01-09 23:00:00,5.0,18.8,256,Clear sky
2025-01-10 00:00:00,4.6,19.2,259,Clear sky
2025-01-10 01:00:00,4.9,21.5,264,Clear sky
2025-01-10 02:00:00,4.2,20.2,268,Clear sky
2025-01-10 03:00:00,3.9,20.5,269,Clear sky
2025-01-10 04:00:00,3.5,20.0,269,Clear sky
2025-01-10 05:00:00,4.0,19.8,269,Partly cloudy
2025-01-10 06:00:00,4.9,18.4,262,Overcast
2025-01-10 07:00:00,5.4,17.8,254,Overcast
2025-01-10 08:00:00,5.6,17.3,247,Overcast
2025-01-10 09:00:00,6.6,14.8,243,Overcast
2025-01-10 10:00:00,8.5,14.3,263,Overcast
2025-01-10 11:00:00,8.7,16.6,268,Overcast
2025-01-10 12:00:00,8.8,20.0,274,Overcast
2025-01-10 13:00:00,9.0,23.5,264,Partly cloudy
2025-01-10 14:00:00,10.3,21.2,270,Partly cloudy
2025-01-10 15:00:00,10.5,20.3,278,Clear sky
2025-01-10 16:00:00,10.3,18.1,265,Clear sky
2025-01-10 17:00:00,8.8,17.7,266,Mainly clear
2025-01-10 18:00:00,7.2,20.2,268,Overcast
2025-01-10 19:00:00,6.7,23.2,271,Clear sky
2025-01-10 20:00:00,6.6,20.4,267,Mainly clear
2025-01-10 21:00:00,6.9,19.9,263,Overcast
2025-01-10 22:00:00,8.0,19.9,266,Overcast
2025-01-10 23:00:00,8.5,21.4,269,Overcast
2025-01-11 00:00:00,8.6,22.3,269,Overcast
2025-01-11 01:00:00,8.4,24.2,265,Overcast
2025-01-11 02:00:00,9.1,23.7,264,Overcast
2025-01-11 03:00:00,9.1,24.8,264,Overcast
2025-01-11 04:00:00,9.3,25.5,257,Overcast
2025-01-11 05:00:00,9.5,27.9,259,Light drizzle
2025-01-11 06:00:00,9.7,25.4,258,Light drizzle
2025-01-11 07:00:00,9.9,26.0,258,Overcast
2025-01-11 08:00:00,9.7,26.8,263,Overcast
2025-01-11 09:00:00,10.1,28.0,266,Overcast
2025-01-11 10:00:00,10.4,28.6,269,Overcast
2025-01-11 11:00:00,11.9,22.5,271,Overcast
2025-01-11 12:00:00,14.5,16.7,271,Mainly clear
2025-01-11 13:00:00,16.2,16.4,273,Partly cloudy
2025-01-11 14:00:00,16.3,21.9,281,Overcast
2025-01-11 15:00:00,15.7,22.8,291,Overcast
2025-01-11 16:00:00,15.5,20.3,281,Overcast
2025-01-11 17:00:00,14.1,19.9,282,Overcast
2025-01-11 18:00:00,12.3,21.6,298,Overcast
2025-01-11 19:00:00,10.6,25.0,314,Mainly clear
2025-01-11 20:00:00,9.5,35.5,324,Clear sky
2025-01-11 21:00:00,9.4,37.7,322,Clear sky
2025-01-11 22:00:00,9.5,26.9,338,Clear sky
2025-01-11 23:00:00,8.2,21.6,358,Clear sky
2025-01-12 00:00:00,6.4,18.0,11,Clear sky
2025-01-12 01:00:00,7.3,21.3,344,Clear sky
2025-01-12 02:00:00,6.0,21.0,14,Partly cloudy
2025-01-12 03:00:00,5.2,16.9,24,Partly cloudy
2025-01-12 04:00:00,4.6,14.0,20,Mainly clear
2025-01-12 05:00:00,3.6,9.5,2,Clear sky
2025-01-12 06:00:00,3.0,7.5,10,Clear sky
2025-01-12 07:00:00,1.9,7.4,61,Clear sky
2025-01-12 08:00:00,0.8,9.6,81,Mainly clear
2025-01-12 09:00:00,3.0,11.9,75,Mainly clear
2025-01-12 10:00:00,5.8,5.3,80,Clear sky
2025-01-12 11:00:00,7.7,2.2,305,Clear sky
2025-01-12 12:00:00,9.3,1.0,315,Clear sky
2025-01-12 13:00:00,11.2,4.0,280,Partly cloudy
2025-01-12 14:00:00,11.6,5.5,306,Overcast
2025-01-12 15:00:00,11.9,8.8,311,Mainly clear
2025-01-12 16:00:00,11.5,15.9,333,Clear sky
2025-01-12 17:00:00,7.6,33.8,347,Clear sky
2025-01-12 18:00:00,5.6,36.4,345,Clear sky
2025-01-12 19:00:00,4.8,35.9,346,Clear sky
2025-01-12 20:00:00,4.4,30.4,348,Clear sky
2025-01-12 21:00:00,3.5,23.4,348,Clear sky
2025-01-12 22:00:00,1.6,15.9,6,Clear sky
2025-01-12 23:00:00,0.4,10.8,33,Clear sky
2025-01-13 00:00:00,-0.7,7.8,53,Clear sky
2025-01-13 01:00:00,-0.8,6.0,74,Clear sky
2025-01-13 02:00:00,-1.8,1.9,61,Clear sky
2025-01-13 03:00:00,-2.5,1.2,207,Clear sky
2025-01-13 04:00:00,-3.1,3.0,213,Clear sky
2025-01-13 05:00:00,-3.7,3.6,189,Clear sky
2025-01-13 06:00:00,-4.4,4.7,178,Clear sky
2025-01-13 07:00:00,-5.2,5.0,154,Clear sky
2025-01-13 08:00:00,-4.8,5.0,120,Clear sky
2025-01-13 09:00:00,-2.6,8.4,67,Clear sky
2025-01-13 10:00:00,1.0,11.2,64,Clear sky
2025-01-13 11:00:00,3.1,5.9,70,Clear sky
2025-01-13 12:00:00,4.9,4.8,15,Clear sky
2025-01-13 13:00:00,6.9,3.0,327,Clear sky
2025-01-13 14:00:00,8.0,2.7,4,Clear sky
2025-01-13 15:00:00,8.4,4.1,358,Clear sky
2025-01-13 16:00:00,8.2,6.0,353,Clear sky
2025-01-13 17:00:00,5.5,6.3,357,Clear sky
2025-01-13 18:00:00,2.5,9.7,350,Clear sky
2025-01-13 19:00:00,-0.3,14.6,9,Clear sky
2025-01-13 20:00:00,-1.5,18.9,13,Clear sky
2025-01-13 21:00:00,-2.1,15.4,24,Clear sky
2025-01-13 22:00:00,-2.9,13.7,44,Clear sky
2025-01-13 23:00:00,-4.3,18.0,48,Clear sky
2025-01-14 00:00:00,-4.9,25.9,48,Clear sky
2025-01-14 01:00:00,-5.8,22.4,60,Clear sky
2025-01-14 02:00:00,-6.5,22.4,57,Clear sky
2025-01-14 03:00:00,-6.7,24.7,69,Clear sky
2025-01-14 04:00:00,-7.2,23.9,79,Clear sky
2025-01-14 05:00:00,-7.4,20.2,73,Clear sky
2025-01-14 06:00:00,-7.8,17.0,71,Clear sky
2025-01-14 07:00:00,-7.8,15.9,81,Clear sky
2025-01-14 08:00:00,-7.6,13.5,86,Clear sky
2025-01-14 09:00:00,-5.1,12.1,83,Clear sky
2025-01-14 10:00:00,-2.9,8.5,83,Clear sky
2025-01-14 11:00:00,-0.4,7.3,83,Clear sky
2025-01-14 12:00:00,2.2,5.2,88,Clear sky
2025-01-14 13:00:00,4.0,2.8,55,Clear sky
2025-01-14 14:00:00,4.9,2.1,20,Clear sky
2025-01-14 15:00:00,5.1,0.9,79,Clear sky
2025-01-14 16:00:00,4.0,2.0,153,Clear sky
2025-01-14 17:00:00,0.1,2.7,228,Clear sky
2025-01-14 18:00:00,-2.3,4.7,227,Clear sky
2025-01-14 19:00:00,-3.4,6.1,246,Clear sky
2025-01-14 20:00:00,-3.9,8.4,290,Clear sky
2025-01-14 21:00:00,-4.4,8.3,272,Clear sky
2025-01-14 22:00:00,-4.5,7.6,262,Clear sky
2025-01-14 23:00:00,-4.1,5.8,272,Clear sky
2025-01-15 00:00:00,-4.3,3.7,256,Clear sky
2025-01-15 01:00:00,-4.9,4.0,291,Clear sky
2025-01-15 02:00:00,-5.3,3.6,307,Clear sky
2025-01-15 03:00:00,-5.4,2.9,263,Clear sky
2025-01-15 04:00:00,-5.2,4.7,242,Clear sky
2025-01-15 05:00:00,-5.5,2.8,255,Clear sky
2025-01-15 06:00:00,-6.3,0.9,259,Clear sky
2025-01-15 07:00:00,-7.1,1.7,58,Clear sky
2025-01-15 08:00:00,-7.8,4.3,66,Clear sky
2025-01-15 09:00:00,-5.2,4.5,67,Clear sky
2025-01-15 10:00:00,-1.7,3.8,65,Clear sky
2025-01-15 11:00:00,1.3,0.8,45,Clear sky
2025-01-15 12:00:00,3.5,1.4,293,Clear sky
2025-01-15 13:00:00,5.4,2.9,274,Clear sky
2025-01-15 14:00:00,6.2,4.5,272,Clear sky
2025-01-15 15:00:00,6.3,6.2,263,Clear sky
2025-01-15 16:00:00,4.2,9.7,248,Clear sky
2025-01-15 17:00:00,-0.5,14.5,259,Clear sky
2025-01-15 18:00:00,-3.8,19.3,268,Mainly clear
2025-01-15 19:00:00,-4.7,22.5,270,Partly cloudy
2025-01-15 20:00:00,-5.3,20.7,269,Partly cloudy
2025-01-15 21:00:00,-5.9,19.1,273,Partly cloudy
2025-01-15 22:00:00,-5.8,18.9,278,Mainly clear
2025-01-15 23:00:00,-5.4,13.4,294,Clear sky
2025-01-16 00:00:00,-5.2,9.1,321,Clear sky
2025-01-16 01:00:00,-4.6,4.7,344,Clear sky
2025-01-16 02:00:00,-5.1,3.1,31,Clear sky
2025-01-16 03:00:00,-5.9,5.5,73,Clear sky
2025-01-16 04:00:00,-5.5,4.1,67,Clear sky
2025-01-16 05:00:00,-5.5,4.4,21,Clear sky
2025-01-16 06:00:00,-5.4,5.8,39,Clear sky
2025-01-16 07:00:00,-5.3,7.4,51,Clear sky
2025-01-16 08:00:00,-5.0,11.5,45,Clear sky
2025-01-16 09:00:00,-1.7,14.3,40,Clear sky
2025-01-16 10:00:00,2.7,9.1,52,Clear sky
2025-01-16 11:00:00,5.4,1.7,72,Clear sky
2025-01-16 12:00:00,7.1,2.0,85,Clear sky
2025-01-16 13:00:00,8.4,8.0,124,Clear sky
2025-01-16 14:00:00,8.0,9.7,135,Clear sky
2025-01-16 15:00:00,7.5,10.3,137,Clear sky
2025-01-16 16:00:00,6.6,13.8,132,Clear sky
2025-01-16 17:00:00,2.8,16.5,125,Clear sky
2025-01-16 18:00:00,1.2,18.1,140,Clear sky
2025-01-16 19:00:00,-0.2,18.7,139,Mainly clear
2025-01-16 20:00:00,-0.2,30.9,61,Overcast
2025-01-16 21:00:00,1.0,30.3,67,Overcast
2025-01-16 22:00:00,1.3,24.1,70,Overcast
2025-01-16 23:00:00,1.1,17.9,80,Mainly clear
2025-01-17 00:00:00,-1.5,17.8,57,Clear sky
2025-01-17 01:00:00,-2.5,14.3,70,Clear sky
2025-01-17 02:00:00,-3.3,17.1,69,Clear sky
2025-01-17 03:00:00,-3.9,15.1,54,Clear sky
2025-01-17 04:00:00,-4.3,16.5,55,Clear sky
2025-01-17 05:00:00,-4.4,21.9,54,Clear sky
2025-01-17 06:00:00,-4.4,23.6,57,Clear sky
2025-01-17 07:00:00,-4.7,22.9,58,Clear sky
2025-01-17 08:00:00,-4.6,20.8,49,Clear sky
2025-01-17 09:00:00,-1.6,19.7,50,Clear sky
2025-01-17 10:00:00,1.6,18.5,57,Clear sky
2025-01-17 11:00:00,3.5,18.9,56,Clear sky
2025-01-17 12:00:00,5.2,18.2,60,Clear sky
2025-01-17 13:00:00,7.1,14.3,65,Clear sky
2025-01-17 14:00:00,7.5,17.0,85,Mainly clear
2025-01-17 15:00:00,7.3,17.3,79,Partly cloudy
2025-01-17 16:00:00,7.2,14.8,57,Overcast
2025-01-17 17:00:00,6.2,12.2,34,Overcast
2025-01-17 18:00:00,4.8,9.5,29,Overcast
2025-01-17 19:00:00,2.4,12.7,35,Mainly clear
2025-01-17 20:00:00,1.1,18.4,67,Partly cloudy
2025-01-17 21:00:00,1.5,17.2,75,Clear sky
2025-01-17 22:00:00,-0.7,17.2,61,Clear sky
2025-01-17 23:00:00,-1.6,18.4,69,Clear sky
2025-01-18 00:00:00,-2.6,16.4,59,Clear sky
2025-01-18 01:00:00,-3.1,14.7,67,Clear sky
2025-01-18 02:00:00,-3.6,11.8,71,Clear sky
2025-01-18 03:00:00,-4.4,10.7,68,Clear sky
2025-01-18 04:00:00,-4.9,10.2,66,Clear sky
2025-01-18 05:00:00,-5.1,9.3,77,Clear sky
2025-01-18 06:00:00,-5.3,7.2,87,Clear sky
2025-01-18 07:00:00,-6.0,8.0,106,Clear sky
2025-01-18 08:00:00,-6.0,5.8,110,Clear sky
2025-01-18 09:00:00,-3.4,3.7,119,Clear sky
2025-01-18 10:00:00,-0.4,2.3,86,Clear sky
2025-01-18 11:00:00,2.4,2.9,79,Clear sky
2025-01-18 12:00:00,5.0,3.2,93,Clear sky
2025-01-18 13:00:00,6.5,1.9,119,Clear sky
2025-01-18 14:00:00,7.3,1.5,111,Clear sky
2025-01-18 15:00:00,7.3,1.1,99,Clear sky
2025-01-18 16:00:00,6.0,2.5,69,Clear sky
2025-01-18 17:00:00,2.3,2.2,35,Clear sky
2025-01-18 18:00:00,0.2,1.5,353,Clear sky
2025-01-18 19:00:00,-0.6,2.7,307,Clear sky
2025-01-18 20:00:00,-1.1,3.7,281,Clear sky
2025-01-18 21:00:00,-2.1,8.0,247,Clear sky
2025-01-18 22:00:00,-2.7,9.3,245,Clear sky
2025-01-18 23:00:00,-2.9,5.5,224,Clear sky
2025-01-19 00:00:00,-3.2,3.1,216,Clear sky
2025-01-19 01:00:00,-2.8,5.4,266,Clear sky
2025-01-19 02:00:00,-3.1,4.8,243,Clear sky
2025-01-19 03:00:00,-3.3,4.8,214,Clear sky
2025-01-19 04:00:00,-4.0,3.4,177,Clear sky
2025-01-19 05:00:00,-5.4,5.9,104,Clear sky
2025-01-19 06:00:00,-5.8,8.3,96,Clear sky
2025-01-19 07:00:00,-6.1,9.6,102,Clear sky
2025-01-19 08:00:00,-5.6,11.2,92,Clear sky
2025-01-19 09:00:00,-3.4,12.6,85,Clear sky
2025-01-19 10:00:00,-0.4,9.7,74,Clear sky
2025-01-19 11:00:00,2.9,5.0,41,Partly cloudy
2025-01-19 12:00:00,5.6,3.1,3,Overcast
2025-01-19 13:00:00,6.5,3.2,344,Partly cloudy
2025-01-19 14:00:00,7.3,4.2,301,Overcast
2025-01-19 15:00:00,7.5,2.6,295,Partly cloudy
2025-01-19 16:00:00,6.1,3.6,297,Clear sky
2025-01-19 17:00:00,2.9,4.0,288,Mainly clear
2025-01-19 18:00:00,1.1,2.2,222,Overcast
2025-01-19 19:00:00,0.7,5.2,164,Overcast
2025-01-19 20:00:00,-1.0,6.4,151,Overcast
2025-01-19 21:00:00,-0.8,5.2,168,Overcast
2025-01-19 22:00:00,-0.9,5.9,203,Overcast
2025-01-19 23:00:00,-0.3,5.0,221,Overcast
2025-01-20 00:00:00,-0.2,6.2,201,Overcast
2025-01-20 01:00:00,1.9,12.6,224,Overcast
2025-01-20 02:00:00,1.8,13.3,235,Overcast
2025-01-20 03:00:00,2.2,13.1,232,Overcast
2025-01-20 04:00:00,1.6,3.6,311,Mainly clear
2025-01-20 05:00:00,-0.4,2.1,345,Overcast
2025-01-20 06:00:00,-0.7,3.8,121,Overcast
2025-01-20 07:00:00,-1.0,4.0,98,Overcast
2025-01-20 08:00:00,-0.4,6.0,83,Light drizzle
2025-01-20 09:00:00,0.5,6.0,141,Light drizzle
2025-01-20 10:00:00,1.5,5.6,86,Light drizzle
2025-01-20 11:00:00,2.7,9.9,71,Light drizzle
2025-01-20 12:00:00,3.1,12.6,76,Light drizzle
2025-01-20 13:00:00,4.9,6.4,63,Moderate drizzle
2025-01-20 14:00:00,5.5,8.6,64,Light drizzle
2025-01-20 15:00:00,5.8,10.2,80,Overcast
2025-01-20 16:00:00,5.7,10.7,84,Overcast
2025-01-20 17:00:00,5.7,10.8,80,Overcast
2025-01-20 18:00:00,5.3,11.2,85,Light drizzle
2025-01-20 19:00:00,5.5,9.0,103,Light drizzle
