datetime,Solar Generation,irradiance,sun_height_angle,air_temperature
2022-01-01 00:00:00,0.075,301.17,4.31,3.66
2022-01-01 01:00:00,0.075,301.17,4.31,3.11
2022-01-01 02:00:00,0.075,301.17,4.31,2.77
2022-01-01 03:00:00,0.075,301.17,4.31,2.52
2022-01-01 04:00:00,0.075,301.17,4.31,2.25
2022-01-01 05:00:00,0.075,301.17,4.31,1.98
2022-01-01 06:00:00,0.075,301.17,4.31,1.74
2022-01-01 07:00:00,0.075,301.17,4.31,0.87
2022-01-01 08:00:00,0.144,301.17,4.31,0.98
2022-01-01 09:00:00,2.024,647.68,12.95,3.42
2022-01-01 10:00:00,5.22,1017.95,19.92,7.97
2022-01-01 11:00:00,7.033,838.38,24.62,11.48
2022-01-01 12:00:00,7.564,1051.56,26.55,13.84
2022-01-01 13:00:00,7.514,955.81,25.44,15.34
2022-01-01 14:00:00,7.338,962.05,21.45,16.12
2022-01-01 15:00:00,6.789,862.96,15.04,16.21
2022-01-01 16:00:00,4.763,704.74,6.8,15.58
2022-01-01 17:00:00,1.679,661.479375,6.64375,14.5
2022-01-01 18:00:00,0.27,618.21875,6.4875,13.31
2022-01-01 19:00:00,0.145,574.958125,6.33125,11.93
2022-01-01 20:00:00,0.129,531.6975,6.175,10.46
2022-01-01 21:00:00,0.078,488.436875,6.01875,9.24
2022-01-01 22:00:00,0.049,445.17625000000004,5.8625,8.72
2022-01-01 23:00:00,0.014,445.17625000000004,5.8625,8.27
2022-01-02 00:00:00,0.0145,445.17625000000004,5.8625,7.53
2022-01-02 01:00:00,0.015,445.17625000000004,5.8625,6.65
2022-01-02 02:00:00,0.005,445.17625000000004,5.8625,5.72
2022-01-02 03:00:00,0.005,445.17625000000004,5.8625,5.19
2022-01-02 04:00:00,0.005,445.17625000000004,5.8625,4.56
2022-01-02 05:00:00,0.005,445.17625000000004,5.8625,4.07
2022-01-02 06:00:00,0.005,445.17625000000004,5.8625,3.79
2022-01-02 07:00:00,0.005,445.17625000000004,5.8625,2.73
2022-01-02 08:00:00,0.088,12.57,4.3,2.87
2022-01-02 09:00:00,1.62,743.46,12.97,4.93
2022-01-02 10:00:00,4.216,535.34,19.95,7.63
2022-01-02 11:00:00,5.885,506.1,24.68,10.31
2022-01-02 12:00:00,6.655,1079.55,26.63,12.28
2022-01-02 13:00:00,6.915,618.56,25.55,13.37
2022-01-02 14:00:00,6.868,610.46,21.57,14.22
2022-01-02 15:00:00,6.554,865.04,15.17,14.38
2022-01-02 16:00:00,4.749,567.67,6.93,13.77
2022-01-02 17:00:00,1.651,541.135625,6.765625,12.2
2022-01-02 18:00:00,0.167,514.6012499999999,6.601249999999999,10.83
2022-01-02 19:00:00,0.064,488.066875,6.436875,10.77
2022-01-02 20:00:00,0.064,461.53249999999997,6.2725,9.8
2022-01-02 21:00:00,0.063,434.99812499999996,6.108124999999999,8.94
2022-01-02 22:00:00,0.045,408.46375,5.94375,8.07
2022-01-02 23:00:00,0.04,408.46375,5.94375,5.58
2022-01-03 00:00:00,0.04,408.46375,5.94375,4.29
2022-01-03 01:00:00,0.04,408.46375,5.94375,4.53
2022-01-03 02:00:00,0.04,408.46375,5.94375,4.23
2022-01-03 03:00:00,0.04,408.46375,5.94375,3.37
2022-01-03 04:00:00,0.04,408.46375,5.94375,3.02
2022-01-03 05:00:00,0.04,408.46375,5.94375,2.83
2022-01-03 06:00:00,0.04,408.46375,5.94375,2.74
2022-01-03 07:00:00,0.04,408.46375,5.94375,2.17
2022-01-03 08:00:00,0.111,143.12,4.3,2.25
2022-01-03 09:00:00,1.863,589.25,12.98,4.24
2022-01-03 10:00:00,5.024,850.09,19.99,7.08
2022-01-03 11:00:00,6.78,1014.96,24.75,9.58
2022-01-03 12:00:00,7.405,991.11,26.72,11.38
2022-01-03 13:00:00,7.557,1004.2,25.66,12.69
2022-01-03 14:00:00,7.652,975.14,21.69,13.42
2022-01-03 15:00:00,7.379,842.89,15.3,13.59
2022-01-03 16:00:00,5.393,643.96,7.07,12.94
2022-01-03 17:00:00,1.789,604.4193750000001,6.8975,11.34
2022-01-03 18:00:00,0.186,564.8787500000001,6.7250000000000005,9.75
2022-01-03 19:00:00,0.077,525.338125,6.5525,8.54
2022-01-03 20:00:00,0.07,485.7975,6.38,8.59
2022-01-03 21:00:00,0.053,446.25687500000004,6.2075,8.43
2022-01-03 22:00:00,0.025,406.71625,6.035,7.21
2022-01-03 23:00:00,0.01,406.71625,6.035,6.04
2022-01-04 00:00:00,0.009,406.71625,6.035,5.4
2022-01-04 01:00:00,0.009,406.71625,6.035,4.96
2022-01-04 02:00:00,0.009,406.71625,6.035,4.64
2022-01-04 03:00:00,0.009,406.71625,6.035,4.45
2022-01-04 04:00:00,0.009,406.71625,6.035,3.98
2022-01-04 05:00:00,0.009,406.71625,6.035,3.63
2022-01-04 06:00:00,0.01,406.71625,6.035,3.3
2022-01-04 07:00:00,0.013,406.71625,6.035,3.2
2022-01-04 08:00:00,0.083,11.31,4.31,3.06
2022-01-04 09:00:00,1.388,226.7,13.01,4.92
2022-01-04 10:00:00,3.789,118.65,20.04,8.63
2022-01-04 11:00:00,4.623,185.61,24.82,11.17
2022-01-04 12:00:00,4.475,1027.6,26.82,12.7
2022-01-04 13:00:00,4.093,312.64,25.77,13.3
2022-01-04 14:00:00,3.683,200.07,21.82,13.38
2022-01-04 15:00:00,2.986,54.29,15.44,12.52
2022-01-04 16:00:00,1.86,9.08,7.21,9.98
2022-01-04 17:00:00,0.594,42.784375,7.029375,8.35
2022-01-04 18:00:00,0.023,76.48875,6.84875,7.16
2022-01-04 19:00:00,0.014,110.19312500000001,6.668125,6.37
2022-01-04 20:00:00,0.014,143.8975,6.4875,5.86
2022-01-04 21:00:00,0.014,177.601875,6.306875,5.56
2022-01-04 22:00:00,0.013,211.30625000000003,6.126250000000001,5.55
2022-01-04 23:00:00,0.013,211.30625000000003,6.126250000000001,5.25
2022-01-05 00:00:00,0.013,211.30625000000003,6.126250000000001,5.02
2022-01-05 01:00:00,0.013,211.30625000000003,6.126250000000001,4.76
2022-01-05 02:00:00,0.013,211.30625000000003,6.126250000000001,4.51
2022-01-05 03:00:00,0.013,211.30625000000003,6.126250000000001,4.24
2022-01-05 04:00:00,0.013,211.30625000000003,6.126250000000001,3.74
2022-01-05 05:00:00,0.013,211.30625000000003,6.126250000000001,3.47
2022-01-05 06:00:00,0.013,211.30625000000003,6.126250000000001,3.44
2022-01-05 07:00:00,0.013,211.30625000000003,6.126250000000001,3.31
2022-01-05 08:00:00,0.07,548.35,4.32,3.03
2022-01-05 09:00:00,1.485,649.91,13.04,4.14
2022-01-05 10:00:00,4.022,929.02,20.09,5.82
2022-01-05 11:00:00,5.43,1033.7,24.9,6.91
2022-01-05 12:00:00,6.064,1034.06,26.93,7.72
2022-01-05 13:00:00,5.988,1074.64,25.9,8.44
2022-01-05 14:00:00,5.325,283.12,21.96,8.42
2022-01-05 15:00:00,3.979,44.48,15.59,7.58
2022-01-05 16:00:00,2.26,8.45,7.36,6.69
2022-01-05 17:00:00,0.654,34.665625000000006,7.171250000000001,5.67
2022-01-05 18:00:00,0.059,60.88125000000001,6.9825,5.12
2022-01-05 19:00:00,0.018,87.09687500000001,6.79375,5.02
2022-01-05 20:00:00,0.014,113.31250000000001,6.605,4.98
2022-01-05 21:00:00,0.014,139.528125,6.41625,4.95
2022-01-05 22:00:00,0.012,165.74375,6.2275,4.86
2022-01-05 23:00:00,0.004,165.74375,6.2275,4.43
2022-01-06 00:00:00,0.004,165.74375,6.2275,3.75
2022-01-06 01:00:00,0.004,165.74375,6.2275,2.94
2022-01-06 02:00:00,0.004,165.74375,6.2275,2.91
2022-01-06 03:00:00,0.004,165.74375,6.2275,2.9
2022-01-06 04:00:00,0.004,165.74375,6.2275,2.5
2022-01-06 05:00:00,0.004,165.74375,6.2275,1.96
2022-01-06 06:00:00,0.004,165.74375,6.2275,2.67
2022-01-06 07:00:00,0.006,165.74375,6.2275,2.83
2022-01-06 08:00:00,0.076,427.9,4.34,2.1
2022-01-06 09:00:00,2.117,906.68,13.08,2.26
2022-01-06 10:00:00,5.637,990.77,20.15,4.26
2022-01-06 11:00:00,7.157,1050.3,24.99,5.37
2022-01-06 12:00:00,7.681,1051.07,27.04,6.28
2022-01-06 13:00:00,7.851,1023.37,26.03,7.41
2022-01-06 14:00:00,8.262,992.1,22.11,8.17
2022-01-06 15:00:00,8.145,898.18,15.74,8.62
2022-01-06 16:00:00,6.336,672.12,7.51,8.38
2022-01-06 17:00:00,2.474,660.801875,7.31375,7.22
2022-01-06 18:00:00,0.501,649.48375,7.1175,6.64
2022-01-06 19:00:00,0.29,638.165625,6.92125,6.03
2022-01-06 20:00:00,0.266,626.8475,6.725,5.06
2022-01-06 21:00:00,0.248,615.529375,6.52875,4.24
2022-01-06 22:00:00,0.035,604.21125,6.3325,3.77
2022-01-06 23:00:00,0.014,604.21125,6.3325,3.11
2022-01-07 00:00:00,0.014,604.21125,6.3325,1.58
2022-01-07 01:00:00,0.014,604.21125,6.3325,0.53
2022-01-07 02:00:00,0.014,604.21125,6.3325,0.06
2022-01-07 03:00:00,0.014,604.21125,6.3325,0.07
2022-01-07 04:00:00,0.014,604.21125,6.3325,-0.12
2022-01-07 05:00:00,0.014,604.21125,6.3325,-0.26
2022-01-07 06:00:00,0.015,604.21125,6.3325,-0.31
2022-01-07 07:00:00,0.015,604.21125,6.3325,-0.2
2022-01-07 08:00:00,0.083,491.03,4.37,0.52
2022-01-07 09:00:00,2.06,874.91,13.12,1.69
2022-01-07 10:00:00,5.437,984.2,20.22,4.05
2022-01-07 11:00:00,7.297,1050.3,25.08,6.56
2022-01-07 12:00:00,8.165,1037.17,27.16,8.58
2022-01-07 13:00:00,8.281,998.57,26.17,9.83
2022-01-07 14:00:00,8.391,993.14,22.26,9.93
2022-01-07 15:00:00,8.283,901.55,15.89,9.83
2022-01-07 16:00:00,6.556,719.37,7.67,9.26
2022-01-07 17:00:00,2.517,681.395625,7.465625,7.84
2022-01-07 18:00:00,0.417,643.42125,7.26125,6.09
2022-01-07 19:00:00,0.164,605.446875,7.056875,5.21
2022-01-07 20:00:00,0.133,567.4725,6.8525,5.84
2022-01-07 21:00:00,0.121,529.498125,6.648125,4.2
2022-01-07 22:00:00,0.121,491.52374999999995,6.44375,2.97
2022-01-07 23:00:00,0.121,491.52374999999995,6.44375,2.48
2022-01-08 00:00:00,0.121,491.52374999999995,6.44375,1.84
2022-01-08 01:00:00,0.121,491.52374999999995,6.44375,1.52
2022-01-08 02:00:00,0.108,491.52374999999995,6.44375,1.06
2022-01-08 03:00:00,0.081,491.52374999999995,6.44375,0.51
2022-01-08 04:00:00,0.081,491.52374999999995,6.44375,0.24
2022-01-08 05:00:00,0.081,491.52374999999995,6.44375,-0.1
2022-01-08 06:00:00,0.081,491.52374999999995,6.44375,-0.61
2022-01-08 07:00:00,0.081,491.52374999999995,6.44375,-1.22
2022-01-08 08:00:00,0.134,111.78,4.4,-1.25
2022-01-08 09:00:00,2.248,276.15,13.17,-0.45
2022-01-08 10:00:00,5.322,257.0,20.3,2.32
2022-01-08 11:00:00,6.686,414.37,25.18,4.38
2022-01-08 12:00:00,7.136,941.12,27.28,6.03
2022-01-08 13:00:00,6.934,575.77,26.32,7.6
2022-01-08 14:00:00,6.501,958.34,22.41,8.75
2022-01-08 15:00:00,5.655,854.25,16.06,9.38
2022-01-08 16:00:00,3.653,750.12,7.83,8.94
2022-01-08 17:00:00,1.26,722.375625,7.6175,7.13
2022-01-08 18:00:00,0.132,694.63125,7.405,5.61
2022-01-08 19:00:00,0.038,666.886875,7.1925,4.63
2022-01-08 20:00:00,0.035,639.1425,6.98,3.54
2022-01-08 21:00:00,0.02,611.3981249999999,6.7675,2.5
2022-01-08 22:00:00,0.007,583.65375,6.555,1.72
2022-01-08 23:00:00,0.006,583.65375,6.555,1.2
2022-01-09 00:00:00,0.004,583.65375,6.555,0.95
2022-01-09 01:00:00,0.004,583.65375,6.555,0.71
2022-01-09 02:00:00,0.004,583.65375,6.555,0.45
2022-01-09 03:00:00,0.004,583.65375,6.555,0.05
2022-01-09 04:00:00,0.003,583.65375,6.555,0.13
2022-01-09 05:00:00,0.006,583.65375,6.555,0.39
2022-01-09 06:00:00,0.017,583.65375,6.555,1.1
2022-01-09 07:00:00,0.021,583.65375,6.555,1.51
2022-01-09 08:00:00,0.076,306.21,4.43,1.79
2022-01-09 09:00:00,1.483,668.92,13.23,3.13
2022-01-09 10:00:00,3.877,636.87,20.38,6.28
2022-01-09 11:00:00,5.48,938.22,25.29,8.44
2022-01-09 12:00:00,6.269,1026.51,27.42,9.84
2022-01-09 13:00:00,6.272,1002.39,26.47,10.86
2022-01-09 14:00:00,6.34,993.06,22.58,11.85
2022-01-09 15:00:00,5.962,897.4,16.22,11.95
2022-01-09 16:00:00,4.717,68.15,8.0,11.7
2022-01-09 17:00:00,1.811,81.09625000000001,7.78,10.67
2022-01-09 18:00:00,0.195,94.0425,7.56,9.64
2022-01-09 19:00:00,0.022,106.98875000000001,7.34,9.88
2022-01-09 20:00:00,0.019,119.935,7.12,9.31
2022-01-09 21:00:00,0.019,132.88125000000002,6.9,9.18
2022-01-09 22:00:00,0.019,145.82750000000001,6.68,8.85
2022-01-09 23:00:00,0.019,145.82750000000001,6.68,8.55
2022-01-10 00:00:00,0.02,145.82750000000001,6.68,8.51
2022-01-10 01:00:00,0.02,145.82750000000001,6.68,8.29
2022-01-10 02:00:00,0.02,145.82750000000001,6.68,7.23
2022-01-10 03:00:00,0.019,145.82750000000001,6.68,6.69
2022-01-10 04:00:00,0.009,145.82750000000001,6.68,6.3
2022-01-10 05:00:00,0.004,145.82750000000001,6.68,5.96
2022-01-10 06:00:00,0.004,145.82750000000001,6.68,5.93
2022-01-10 07:00:00,0.003,145.82750000000001,6.68,5.66
2022-01-10 08:00:00,0.047,275.29,4.48,5.66
2022-01-10 09:00:00,1.029,505.22,13.3,7.14
2022-01-10 10:00:00,2.937,810.44,20.47,9.33
2022-01-10 11:00:00,4.475,907.87,25.41,11.09
2022-01-10 12:00:00,5.543,936.48,27.56,12.76
2022-01-10 13:00:00,6.12,818.42,26.63,14.33
2022-01-10 14:00:00,6.28,754.06,22.75,14.71
2022-01-10 15:00:00,6.092,888.62,16.39,14.66
2022-01-10 16:00:00,4.979,602.56,8.17,14.06
2022-01-10 17:00:00,1.914,594.044375,7.9425,12.35
2022-01-10 18:00:00,0.157,585.52875,7.715,10.45
2022-01-10 19:00:00,0.011,577.013125,7.4875,9.19
2022-01-10 20:00:00,0.003,568.4975,7.26,7.8
2022-01-10 21:00:00,0.005,559.981875,7.0325,6.95
2022-01-10 22:00:00,0.006,551.46625,6.805,5.81
2022-01-10 23:00:00,0.004,551.46625,6.805,5.0
2022-01-11 00:00:00,0.004,551.46625,6.805,4.33
2022-01-11 01:00:00,0.004,551.46625,6.805,3.84
2022-01-11 02:00:00,0.004,551.46625,6.805,3.62
2022-01-11 03:00:00,0.004,551.46625,6.805,3.4
2022-01-11 04:00:00,0.004,551.46625,6.805,3.07
2022-01-11 05:00:00,0.004,551.46625,6.805,2.73
2022-01-11 06:00:00,0.006,551.46625,6.805,2.5
2022-01-11 07:00:00,0.009,551.46625,6.805,3.48
2022-01-11 08:00:00,0.064,466.31,4.53,3.33
2022-01-11 09:00:00,1.709,855.94,13.37,5.4
2022-01-11 10:00:00,4.733,1019.95,20.57,9.0
2022-01-11 11:00:00,6.138,1027.48,25.53,11.29
2022-01-11 12:00:00,6.738,1038.76,27.71,12.39
2022-01-11 13:00:00,6.776,1004.03,26.79,13.23
2022-01-11 14:00:00,6.863,997.86,22.92,13.53
2022-01-11 15:00:00,6.749,890.74,16.57,13.7
2022-01-11 16:00:00,5.49,650.98,8.34,13.18
2022-01-11 17:00:00,2.314,644.910625,8.105,11.72
2022-01-11 18:00:00,0.248,638.8412500000001,7.87,9.97
2022-01-11 19:00:00,0.053,632.771875,7.635,9.13
2022-01-11 20:00:00,0.035,626.7025,7.3999999999999995,8.25
2022-01-11 21:00:00,0.029,620.6331250000001,7.165,7.56
2022-01-11 22:00:00,0.029,614.56375,6.93,6.64
2022-01-11 23:00:00,0.029,614.56375,6.93,5.97
2022-01-12 00:00:00,0.029,614.56375,6.93,5.16
2022-01-12 01:00:00,0.029,614.56375,6.93,4.51
2022-01-12 02:00:00,0.029,614.56375,6.93,4.06
2022-01-12 03:00:00,0.025,614.56375,6.93,3.8
2022-01-12 04:00:00,0.013,614.56375,6.93,3.18
2022-01-12 05:00:00,0.012,614.56375,6.93,2.48
2022-01-12 06:00:00,0.013,614.56375,6.93,1.72
2022-01-12 07:00:00,0.013,614.56375,6.93,1.32
2022-01-12 08:00:00,0.09,553.87,4.58,1.27
2022-01-12 09:00:00,2.207,887.21,13.45,2.96
2022-01-12 10:00:00,5.985,980.01,20.67,6.2
2022-01-12 11:00:00,7.855,1029.97,25.66,8.04
2022-01-12 12:00:00,8.423,1010.07,27.86,9.44
2022-01-12 13:00:00,8.428,1011.52,26.97,10.49
2022-01-12 14:00:00,8.422,1000.22,23.1,11.1
2022-01-12 15:00:00,8.281,912.33,16.75,11.29
2022-01-12 16:00:00,6.508,658.25,8.52,10.86
2022-01-12 17:00:00,2.549,650.635625,8.278125,9.32
2022-01-12 18:00:00,0.348,643.02125,8.036249999999999,6.85
2022-01-12 19:00:00,0.132,635.406875,7.794375,9.2
2022-01-12 20:00:00,0.067,627.7925,7.5525,6.86
2022-01-12 21:00:00,0.054,620.178125,7.310625,3.99
2022-01-12 22:00:00,0.041,612.56375,7.06875,2.09
2022-01-12 23:00:00,0.04,612.56375,7.06875,1.2
2022-01-13 00:00:00,0.04,612.56375,7.06875,0.67
2022-01-13 01:00:00,0.04,612.56375,7.06875,0.14
2022-01-13 02:00:00,0.04,612.56375,7.06875,-0.29
2022-01-13 03:00:00,0.04,612.56375,7.06875,-0.52
2022-01-13 04:00:00,0.04,612.56375,7.06875,-0.77
2022-01-13 05:00:00,0.04,612.56375,7.06875,-0.99
2022-01-13 06:00:00,0.04,612.56375,7.06875,-0.96
2022-01-13 07:00:00,0.04,612.56375,7.06875,-0.57
2022-01-13 08:00:00,0.112,536.42,4.65,-0.38
2022-01-13 09:00:00,2.133,875.06,13.53,1.05
2022-01-13 10:00:00,5.804,972.75,20.78,3.93
2022-01-13 11:00:00,7.734,975.25,25.8,5.08
2022-01-13 12:00:00,8.249,1033.77,28.02,6.27
2022-01-13 13:00:00,8.206,1024.84,27.15,7.18
2022-01-13 14:00:00,8.078,207.91,23.29,8.01
2022-01-13 15:00:00,7.718,210.04,16.94,8.28
2022-01-13 16:00:00,6.129,459.41,8.71,8.16
2022-01-13 17:00:00,2.358,466.9775,8.460625,7.63
2022-01-13 18:00:00,0.246,474.545,8.211250000000001,6.22
2022-01-13 19:00:00,0.068,482.1125,7.961875000000001,4.77
2022-01-13 20:00:00,0.064,489.68,7.7125,3.26
2022-01-13 21:00:00,0.029,497.2475,7.463125000000001,2.16
2022-01-13 22:00:00,0.015,504.815,7.213750000000001,1.27
2022-01-13 23:00:00,0.015,504.815,7.213750000000001,0.71
2022-01-14 00:00:00,0.015,504.815,7.213750000000001,0.32
2022-01-14 01:00:00,0.015,504.815,7.213750000000001,-0.1
2022-01-14 02:00:00,0.016,504.815,7.213750000000001,-0.64
2022-01-14 03:00:00,0.015,504.815,7.213750000000001,-1.1
2022-01-14 04:00:00,0.021,504.815,7.213750000000001,-1.41
2022-01-14 05:00:00,0.03,504.815,7.213750000000001,-1.57
2022-01-14 06:00:00,0.03,504.815,7.213750000000001,-1.65
2022-01-14 07:00:00,0.03,504.815,7.213750000000001,-2.56
2022-01-14 08:00:00,0.09,580.49,4.72,-2.51
2022-01-14 09:00:00,1.96,897.38,13.62,-0.55
2022-01-14 10:00:00,5.485,995.5,20.9,3.31
2022-01-14 11:00:00,7.318,1046.93,25.94,5.12
2022-01-14 12:00:00,8.181,1036.68,28.19,6.2
2022-01-14 13:00:00,8.401,1055.39,27.33,7.02
2022-01-14 14:00:00,8.111,1027.7,23.48,7.5
2022-01-14 15:00:00,7.674,933.98,17.13,7.67
2022-01-14 16:00:00,5.984,721.0,8.89,7.43
2022-01-14 17:00:00,2.218,711.668125,8.633750000000001,6.55
2022-01-14 18:00:00,0.267,702.3362500000001,8.377500000000001,4.57
2022-01-14 19:00:00,0.083,693.004375,8.12125,2.67
2022-01-14 20:00:00,0.046,683.6725,7.865,1.15
2022-01-14 21:00:00,0.025,674.340625,7.608750000000001,-0.05
2022-01-14 22:00:00,0.024,665.00875,7.3525,-0.75
2022-01-14 23:00:00,0.024,665.00875,7.3525,-1.18
2022-01-15 00:00:00,0.024,665.00875,7.3525,-1.4
2022-01-15 01:00:00,0.024,665.00875,7.3525,-1.54
2022-01-15 02:00:00,0.024,665.00875,7.3525,-1.7
2022-01-15 03:00:00,0.023,665.00875,7.3525,-1.79
2022-01-15 04:00:00,0.023,665.00875,7.3525,-1.82
2022-01-15 05:00:00,0.022,665.00875,7.3525,-1.78
2022-01-15 06:00:00,0.022,665.00875,7.3525,-1.81
2022-01-15 07:00:00,0.022,665.00875,7.3525,-2.08
2022-01-15 08:00:00,0.109,571.69,4.79,-1.9
2022-01-15 09:00:00,2.139,888.69,13.72,-0.14
2022-01-15 10:00:00,5.677,985.57,21.02,2.62
2022-01-15 11:00:00,7.401,1052.24,26.1,4.67
2022-01-15 12:00:00,7.847,1054.65,28.37,5.96
2022-01-15 13:00:00,8.083,1045.48,27.52,6.92
2022-01-15 14:00:00,8.015,1008.75,23.68,7.51
2022-01-15 15:00:00,7.615,947.66,17.33,7.64
2022-01-15 16:00:00,6.064,730.84,9.08,7.31
2022-01-15 17:00:00,2.327,721.4100000000001,8.816875,6.54
2022-01-15 18:00:00,0.262,711.98,8.55375,5.79
2022-01-15 19:00:00,0.088,702.5500000000001,8.290625,3.99
2022-01-15 20:00:00,0.048,693.12,8.0275,3.85
2022-01-15 21:00:00,0.028,683.69,7.764375,3.05
2022-01-15 22:00:00,0.028,674.26,7.501250000000001,0.88
2022-01-15 23:00:00,0.028,674.26,7.501250000000001,-0.7
2022-01-16 00:00:00,0.017,674.26,7.501250000000001,-1.18
2022-01-16 01:00:00,0.012,674.26,7.501250000000001,-1.4
2022-01-16 02:00:00,0.012,674.26,7.501250000000001,-1.44
2022-01-16 03:00:00,0.012,674.26,7.501250000000001,-1.63
2022-01-16 04:00:00,0.012,674.26,7.501250000000001,-1.87
2022-01-16 05:00:00,0.012,674.26,7.501250000000001,-1.91
2022-01-16 06:00:00,0.012,674.26,7.501250000000001,-1.91
2022-01-16 07:00:00,0.012,674.26,7.501250000000001,-2.65
2022-01-16 08:00:00,0.117,579.96,4.87,-2.68
2022-01-16 09:00:00,2.442,865.86,13.82,-0.37
2022-01-16 10:00:00,6.28,981.65,21.15,2.98
2022-01-16 11:00:00,7.903,1041.31,26.25,5.29
2022-01-16 12:00:00,8.591,1033.68,28.55,6.82
2022-01-16 13:00:00,8.669,1033.77,27.72,7.86
2022-01-16 14:00:00,8.56,1005.07,23.89,8.52
2022-01-16 15:00:00,8.197,931.12,17.53,8.77
2022-01-16 16:00:00,6.505,720.67,9.28,8.2
2022-01-16 17:00:00,2.543,711.2574999999999,9.01,6.75
2022-01-16 18:00:00,0.257,701.845,8.74,5.1
2022-01-16 19:00:00,0.056,692.4325,8.469999999999999,4.61
2022-01-16 20:00:00,0.051,683.02,8.2,3.68
2022-01-16 21:00:00,0.038,673.6075,7.93,1.94
2022-01-16 22:00:00,0.023,664.195,7.66,-0.24
2022-01-16 23:00:00,0.022,664.195,7.66,-1.35
2022-01-17 00:00:00,0.023,664.195,7.66,-1.7
2022-01-17 01:00:00,0.023,664.195,7.66,-1.95
2022-01-17 02:00:00,0.023,664.195,7.66,-2.02
2022-01-17 03:00:00,0.023,664.195,7.66,-2.22
2022-01-17 04:00:00,0.023,664.195,7.66,-2.46
2022-01-17 05:00:00,0.023,664.195,7.66,-2.47
2022-01-17 06:00:00,0.023,664.195,7.66,-2.41
2022-01-17 07:00:00,0.022,664.195,7.66,-2.73
2022-01-17 08:00:00,0.123,570.07,4.96,-2.66
2022-01-17 09:00:00,2.345,809.47,13.93,-0.43
2022-01-17 10:00:00,5.998,925.28,21.29,3.51
2022-01-17 11:00:00,7.791,928.96,26.42,5.91
2022-01-17 12:00:00,8.542,928.68,28.74,7.62
2022-01-17 13:00:00,9.148,979.0,27.93,8.82
2022-01-17 14:00:00,9.226,981.29,24.09,9.56
2022-01-17 15:00:00,9.086,996.1,17.74,9.81
2022-01-17 16:00:00,7.461,806.86,9.48,9.43
2022-01-17 17:00:00,3.192,792.48875,9.203125,8.21
2022-01-17 18:00:00,0.449,778.1175000000001,8.92625,6.19
2022-01-17 19:00:00,0.066,763.74625,8.649375000000001,4.04
2022-01-17 20:00:00,0.035,749.375,8.3725,2.64
2022-01-17 21:00:00,0.03,735.00375,8.095625,1.19
2022-01-17 22:00:00,0.03,720.6324999999999,7.8187500000000005,0.17
2022-01-17 23:00:00,0.03,720.6324999999999,7.8187500000000005,-0.4
2022-01-18 00:00:00,0.029,720.6324999999999,7.8187500000000005,-0.6
2022-01-18 01:00:00,0.02,720.6324999999999,7.8187500000000005,-0.95
2022-01-18 02:00:00,0.014,720.6324999999999,7.8187500000000005,-1.34
2022-01-18 03:00:00,0.014,720.6324999999999,7.8187500000000005,-1.52
2022-01-18 04:00:00,0.014,720.6324999999999,7.8187500000000005,-1.62
2022-01-18 05:00:00,0.014,720.6324999999999,7.8187500000000005,-1.69
2022-01-18 06:00:00,0.014,720.6324999999999,7.8187500000000005,-1.73
2022-01-18 07:00:00,0.015,720.6324999999999,7.8187500000000005,-2.31
2022-01-18 08:00:00,0.132,576.92,5.05,-2.02
2022-01-18 09:00:00,2.674,826.62,14.05,0.42
2022-01-18 10:00:00,6.641,911.17,21.43,3.81
2022-01-18 11:00:00,8.467,1004.47,26.59,6.53
2022-01-18 12:00:00,9.106,914.05,28.94,8.37
2022-01-18 13:00:00,9.183,986.0,28.14,9.59
2022-01-18 14:00:00,9.171,1028.41,24.31,10.31
2022-01-18 15:00:00,8.958,1017.46,17.95,10.52
2022-01-18 16:00:00,7.419,628.97,9.68,10.06
2022-01-18 17:00:00,3.196,626.648125,9.396875,8.84
2022-01-18 18:00:00,0.422,624.3262500000001,9.11375,7.81
2022-01-18 19:00:00,0.087,622.004375,8.830625,7.59
2022-01-18 20:00:00,0.063,619.6825,8.5475,4.85
2022-01-18 21:00:00,0.029,617.360625,8.264375,1.26
2022-01-18 22:00:00,0.025,615.03875,7.98125,-0.47
2022-01-18 23:00:00,0.025,615.03875,7.98125,-1.06
2022-01-19 00:00:00,0.025,615.03875,7.98125,-1.33
2022-01-19 01:00:00,0.025,615.03875,7.98125,-1.73
2022-01-19 02:00:00,0.025,615.03875,7.98125,-1.75
2022-01-19 03:00:00,0.025,615.03875,7.98125,-1.8
2022-01-19 04:00:00,0.025,615.03875,7.98125,-1.85
2022-01-19 05:00:00,0.025,615.03875,7.98125,-1.94
2022-01-19 06:00:00,0.025,615.03875,7.98125,-1.92
2022-01-19 07:00:00,0.026,615.03875,7.98125,-2.81
2022-01-19 08:00:00,0.124,591.82,5.15,-2.83
2022-01-19 09:00:00,2.41,849.83,14.17,-0.53
2022-01-19 10:00:00,6.177,921.21,21.58,3.76
2022-01-19 11:00:00,8.008,944.75,26.77,6.75
2022-01-19 12:00:00,8.764,922.82,29.14,8.74
2022-01-19 13:00:00,9.078,987.02,28.35,9.92
2022-01-19 14:00:00,9.167,978.39,24.53,10.47
2022-01-19 15:00:00,9.06,897.06,18.16,10.5
2022-01-19 16:00:00,7.569,718.05,9.89,9.89
