Month,MAE,RMSE,MAPE,R²,nRMSE
Jun,2354.1467555152044,3595.994786998412,52.450377497894685,0.8196413715779602,16.77001719441502
Jul,2087.9083420948314,3149.520448015458,23.895610444457265,0.8637571990848214,14.687872256752591
Aug,1674.8366791338904,2627.2948106783483,35.451117121921406,0.9044944646867389,12.252459127353207
