Month,MAE,RMSE,MAPE,R²,nRMSE
Jan,1391.4875460491385,2794.9852526852424,116.1715631790442,0.6506772479762748,18.0485813074167
Feb,1732.62559902668,3150.0451127889764,85.79300964014826,0.7575826440154176,20.341375785643564
Mar,1345.5456742226356,2339.029763265386,175.52071170167116,0.7992631297447502,15.104254601058939
