Timestamp,Hour,Actual_Generation_MWh,Forecast_Generation_MWh,Absolute_Error_MWh,Percentage_Error
3/9/2025 22:00,22,12,129.11226,117.1122589,975.9354909
3/9/2025 23:00,23,12,120.37122,108.3712234,903.0935287
3/10/2025 0:00,0,10,84.651306,74.65130615,746.5130615
3/10/2025 1:00,1,8,65.16846,57.16845703,714.6057129
3/10/2025 2:00,2,8,65.69236,57.69235992,721.1544991
3/10/2025 3:00,3,8,61.40893,53.40893173,667.6116467
3/10/2025 4:00,4,8,59.43096,51.43096161,642.8870201
3/10/2025 5:00,5,8,43.458084,35.45808411,443.2260513
3/10/2025 6:00,6,8,39.221012,31.22101212,390.2626514
3/10/2025 7:00,7,27,70.91061,43.91060638,162.6318755
3/10/2025 8:00,8,1517,1193.439,323.5610352,21.32900693
3/10/2025 9:00,9,5977,4275.156,1701.844238,28.47321797
3/10/2025 10:00,10,9873,7760.3726,2112.627441,21.39802939
3/10/2025 11:00,11,11556,10490.313,1065.686523,9.221932532
3/10/2025 12:00,12,11953,10491.168,1461.832031,12.22983378
3/10/2025 13:00,13,12246,10549.746,1696.253906,13.8514936
3/10/2025 14:00,14,11379,10445.643,933.3574219,8.202455593
3/10/2025 15:00,15,10172,11427.07,1255.070313,12.33848125
3/10/2025 16:00,16,8237,10927.81,2690.80957,32.6673494
3/10/2025 17:00,17,4925,8373.676,3448.675781,70.02387373
3/10/2025 18:00,18,1911,4328.7437,2417.743652,126.5171979
3/10/2025 19:00,19,159,774.0884,615.0883789,386.848037
3/10/2025 20:00,20,13,362.8622,349.8622131,2691.247793
3/10/2025 21:00,21,15,257.294,242.2940063,1615.293376
3/10/2025 22:00,22,14,185.64148,171.6414795,1226.010568
3/10/2025 23:00,23,10,159.11813,149.1181335,1491.181335
3/11/2025 0:00,0,8,103.64694,95.64694214,1195.586777
3/11/2025 1:00,1,11,101.01095,90.01094818,818.2813471
3/11/2025 2:00,2,8,105.85664,97.85664368,1223.208046
3/11/2025 3:00,3,8,73.808876,65.80887604,822.6109505
3/11/2025 4:00,4,10,63.530838,53.53083801,535.3083801
3/11/2025 5:00,5,12,47.557877,35.55787659,296.3156382
3/11/2025 6:00,6,12,41.351265,29.35126495,244.5938746
3/11/2025 7:00,7,24,73.299736,49.29973602,205.4155668
3/11/2025 8:00,8,1006,1506.3252,500.3251953,49.73411484
3/11/2025 9:00,9,4885,4321.4917,563.5083008,11.5354821
3/11/2025 10:00,10,8599,7539.984,1059.016113,12.3155729
3/11/2025 11:00,11,10556,10340.082,215.9179688,2.045452527
3/11/2025 12:00,12,12880,10935.678,1944.322266,15.09566976
3/11/2025 13:00,13,13320,11049.723,2270.277344,17.0441242
3/11/2025 14:00,14,12687,10978.014,1708.986328,13.47037383
3/11/2025 15:00,15,11978,11926.066,51.93359375,0.433574835
3/11/2025 16:00,16,9835,11351.189,1516.189453,15.41626287
3/11/2025 17:00,17,7741,9858.646,2117.646484,27.3562393
3/11/2025 18:00,18,3649,4442.031,793.0307617,21.73282438
3/11/2025 19:00,19,535,817.2725,282.272522,52.76121906
3/11/2025 20:00,20,106,466.4363,360.4363098,340.0342545
3/11/2025 21:00,21,98,364.51514,266.5151367,271.9542211
3/11/2025 22:00,22,83,264.9597,181.9596863,219.2285377
3/11/2025 23:00,23,57,222.12509,165.1250916,289.6931431
3/12/2025 0:00,0,22,119.41567,97.4156723,442.7985105
3/12/2025 1:00,1,11,115.38581,104.3858109,948.9619168
3/12/2025 2:00,2,9,120.141594,111.1415939,1234.906599
3/12/2025 3:00,3,8,83.62101,75.62100983,945.2626228
3/12/2025 4:00,4,11,69.96858,58.96858215,536.0780196
3/12/2025 5:00,5,12,45.765648,33.76564789,281.3803991
3/12/2025 6:00,6,12,37.60515,25.60514832,213.376236
3/12/2025 7:00,7,56,79.236435,23.23643494,41.49363382
3/12/2025 8:00,8,2058,2323.5762,265.5761719,12.90457589
3/12/2025 9:00,9,6330,7729.331,1399.331055,22.10633578
3/12/2025 10:00,10,9652,11185.506,1533.505859,15.88795959
3/12/2025 11:00,11,11565,12192.904,627.9042969,5.429349735
3/12/2025 12:00,12,12519,12326.652,192.3476563,1.536445852
3/12/2025 13:00,13,12800,12334.723,465.2773438,3.634979248
3/12/2025 14:00,14,12238,12248.84,10.83984375,0.088575288
3/12/2025 15:00,15,10507,12952.356,2445.356445,23.27359327
3/12/2025 16:00,16,7812,11979.952,4167.952148,53.3532021
3/12/2025 17:00,17,5166,11401.281,6235.28125,120.6984369
3/12/2025 18:00,18,2055,5190.578,3135.578125,152.5828771
3/12/2025 19:00,19,515,1103.3419,588.3419189,114.2411493
3/12/2025 20:00,20,123,584.5128,461.5128174,375.2136727
3/12/2025 21:00,21,67,427.16483,360.1648254,537.559441
3/12/2025 22:00,22,66,320.69452,254.694519,385.9007864
3/12/2025 23:00,23,44,276.97745,232.9774475,529.4941989
3/13/2025 0:00,0,32,131.2633,99.26330566,310.1978302
3/13/2025 1:00,1,32,127.23343,95.23342896,297.6044655
3/13/2025 2:00,2,32,131.82265,99.82264709,311.9457722
3/13/2025 3:00,3,34,97.61767,63.61766815,187.1107887
3/13/2025 4:00,4,32,83.96524,51.96524048,162.3913765
3/13/2025 5:00,5,35,59.762302,24.7623024,70.74943542
3/13/2025 6:00,6,35,55.444244,20.44424438,58.41212681
3/13/2025 7:00,7,58,104.53644,46.53643799,80.23523791
3/13/2025 8:00,8,984,2279.432,1295.431885,131.6495818
3/13/2025 9:00,9,3070,7865.864,4795.86377,156.2170609
3/13/2025 10:00,10,4531,11082.62,6551.620117,144.5954561
3/13/2025 11:00,11,6290,11998.731,5708.731445,90.75884651
3/13/2025 12:00,12,7858,11895.86,4037.860352,51.38534426
3/13/2025 13:00,13,8531,11946.02,3415.019531,40.03070603
3/13/2025 14:00,14,9030,11889.769,2859.768555,31.66964069
3/13/2025 15:00,15,8714,11961.407,3247.407227,37.26655068
3/13/2025 16:00,16,7470,11468.962,3998.961914,53.53362669
3/13/2025 17:00,17,5404,10839.611,5435.611328,100.5849617
3/13/2025 18:00,18,2505,4014.76,1509.76001,60.26986067
3/13/2025 19:00,19,404,884.7575,480.7575073,118.999383
3/13/2025 20:00,20,103,433.5706,330.5705872,320.9423176
3/13/2025 21:00,21,31,339.95084,308.9508362,996.6156006
3/13/2025 22:00,22,30,282.0122,252.012207,840.0406901
3/13/2025 23:00,23,24,239.62646,215.6264648,898.4436035
3/14/2025 0:00,0,24,137.02452,113.0245209,470.9355036
3/14/2025 1:00,1,24,129.78851,105.7885132,440.7854716
3/14/2025 2:00,2,24,119.844734,95.84473419,399.3530591
3/14/2025 3:00,3,24,92.98831,68.98831177,287.451299
3/14/2025 4:00,4,24,80.66485,56.66484833,236.1035347
3/14/2025 5:00,5,24,65.14934,41.14933777,171.455574
3/14/2025 6:00,6,24,63.047035,39.04703522,162.6959801
3/14/2025 7:00,7,37,107.31112,70.31111908,190.0300516
3/14/2025 8:00,8,1077,1957.5005,880.5004883,81.75491999
3/14/2025 9:00,9,5086,6359.794,1273.793945,25.04510313
3/14/2025 10:00,10,8852,10388.054,1536.053711,17.35261761
3/14/2025 11:00,11,11219,11276.655,57.65527344,0.51390742
3/14/2025 12:00,12,13070,11870.845,1199.155273,9.174868198
3/14/2025 13:00,13,13728,11828.308,1899.692383,13.83808554
3/14/2025 14:00,14,13151,11794.922,1356.078125,10.31159703
3/14/2025 15:00,15,12567,11786.889,780.1113281,6.207617794
3/14/2025 16:00,16,11795,11223.585,571.4150391,4.844553108
3/14/2025 17:00,17,9643,10491.139,848.1386719,8.795381851
3/14/2025 18:00,18,5100,3946.7766,1153.223389,22.61222331
3/14/2025 19:00,19,791,951.7706,160.7706299,20.32498481
3/14/2025 20:00,20,199,433.09824,234.0982361,117.6373046
3/14/2025 21:00,21,183,351.64825,168.6482544,92.15751606
3/14/2025 22:00,22,137,302.00378,165.0037842,120.4407184
3/14/2025 23:00,23,103,292.2407,189.2406921,183.7288273
3/15/2025 0:00,0,52,296.1789,244.178894,469.5747962
3/15/2025 1:00,1,28,258.97522,230.9752197,824.911499
3/15/2025 2:00,2,28,216.1649,188.1649017,672.0175062
3/15/2025 3:00,3,28,179.54124,151.5412445,541.2187304
3/15/2025 4:00,4,28,159.4417,131.4416962,469.4346292
3/15/2025 5:00,5,28,134.71861,106.7186127,381.1379024
3/15/2025 6:00,6,29,129.63748,100.6374817,347.0257989
3/15/2025 7:00,7,135,177.26326,42.26325989,31.30611844
3/15/2025 8:00,8,3885,2200.7297,1684.270264,43.35315994
3/15/2025 9:00,9,11804,6955.853,4848.146973,41.07206856
3/15/2025 10:00,10,15943,10274.033,5668.966797,35.55771685
3/15/2025 11:00,11,16257,11086.926,5170.074219,31.80214196
3/15/2025 12:00,12,15892,11398.911,4493.088867,28.27264578
3/15/2025 13:00,13,15483,11263.167,4219.833008,27.25462125
3/15/2025 14:00,14,15235,11233.08,4001.919922,26.26793516
3/15/2025 15:00,15,13917,11484.672,2432.328125,17.47738827
3/15/2025 16:00,16,12203,11025.247,1177.75293,9.651339258
3/15/2025 17:00,17,8922,10959.54,2037.540039,22.83725666
3/15/2025 18:00,18,4572,4079.7637,492.2363281,10.76632389
3/15/2025 19:00,19,1050,960.2247,89.77532959,8.55003139
3/15/2025 20:00,20,624,453.23868,170.761322,27.36559648
3/15/2025 21:00,21,560,396.21277,163.7872314,29.2477199
3/15/2025 22:00,22,372,365.39804,6.601959229,1.774720223
3/15/2025 23:00,23,355,354.03616,0.96383667,0.271503287
3/16/2025 0:00,0,325,347.77576,22.77575684,7.00792518
3/16/2025 1:00,1,278,306.17334,28.17333984,10.13429491
3/16/2025 2:00,2,259,267.76166,8.761657715,3.382879427
3/16/2025 3:00,3,201,226.54012,25.54011536,12.70652505
3/16/2025 4:00,4,122,206.22842,84.22842407,69.03969186
3/16/2025 5:00,5,51,174.88148,123.881485,242.9048725
3/16/2025 6:00,6,40,174.24123,134.2412262,335.6030655
3/16/2025 7:00,7,86,213.3004,127.3003998,148.0237207
3/16/2025 8:00,8,1824,2485.6433,661.6433105,36.27430431
3/16/2025 9:00,9,6394,7413.4595,1019.459473,15.94400176
3/16/2025 10:00,10,9180,11119.025,1939.025391,21.12228094
3/16/2025 11:00,11,11683,12291.022,608.0224609,5.204335025
3/16/2025 12:00,12,13395,12678.808,716.1923828,5.346714317
3/16/2025 13:00,13,13145,12611.358,533.6416016,4.059654633
3/16/2025 14:00,14,13358,12604.788,753.2119141,5.638657838
3/16/2025 15:00,15,13015,12346.413,668.5869141,5.137048898
3/16/2025 16:00,16,11421,11366.794,54.20605469,0.474617413
3/16/2025 17:00,17,8649,9859.96,1210.959961,14.00115575
3/16/2025 18:00,18,3956,4404.825,448.8251953,11.34542961
3/16/2025 19:00,19,675,1068.3512,393.3511963,58.2742513
3/16/2025 20:00,20,278,511.8543,233.8543091,84.12025507
3/16/2025 21:00,21,203,445.1095,242.1094971,119.2657621
3/16/2025 22:00,22,148,399.41452,251.4145203,169.8746759
3/16/2025 23:00,23,71,370.46756,299.4675598,421.7852955
3/17/2025 0:00,0,64,319.98007,255.980072,399.9688625
3/17/2025 1:00,1,52,302.49854,250.4985352,481.7279522
3/17/2025 2:00,2,52,282.91727,230.9172668,444.071667
3/17/2025 3:00,3,52,246.6175,194.6174927,374.264409
3/17/2025 4:00,4,52,226.26337,174.2633667,335.121859
3/17/2025 5:00,5,52,192.22319,140.2231903,269.6599814
3/17/2025 6:00,6,52,190.3833,138.3833008,266.1217323
3/17/2025 7:00,7,118,217.86717,99.86717224,84.63319681
3/17/2025 8:00,8,1659,2352.023,693.0229492,41.77353522
3/17/2025 9:00,9,4371,8443.757,4072.756836,93.17677502
3/17/2025 10:00,10,6830,9927.84,3097.839844,45.35636667
3/17/2025 11:00,11,8975,13330.532,4355.532227,48.52960698
3/17/2025 12:00,12,10348,13486.892,3138.891602,30.3333166
3/17/2025 13:00,13,10303,14000.335,3697.334961,35.8860037
3/17/2025 14:00,14,9070,13811.795,4741.794922,52.27998811
3/17/2025 15:00,15,7760,12111.197,4351.197266,56.07212971
3/17/2025 16:00,16,6853,10912.793,4059.792969,59.24110563
3/17/2025 17:00,17,4488,8053.572,3565.571777,79.44678648
3/17/2025 18:00,18,1863,5081.287,3218.287109,172.7475636
3/17/2025 19:00,19,250,1133.4182,883.4182129,353.3672852
3/17/2025 20:00,20,89,501.9686,412.9685974,464.00966
3/17/2025 21:00,21,104,436.73505,332.7350464,319.9375446
3/17/2025 22:00,22,104,389.6311,285.6311035,274.6452918
3/17/2025 23:00,23,94,374.5487,280.5487061,298.4560703
3/18/2025 0:00,0,56,327.39282,271.3928223,484.6300398
3/18/2025 1:00,1,56,309.1546,253.1546021,452.0617894
3/18/2025 2:00,2,56,284.06,228.0599976,407.2499956
3/18/2025 3:00,3,56,240.02502,184.0250244,328.616115
3/18/2025 4:00,4,56,219.6709,163.6708984,292.2694615
3/18/2025 5:00,5,56,185.63072,129.630722,231.4834322
3/18/2025 6:00,6,56,182.52692,126.5269165,225.9409223
3/18/2025 7:00,7,79,229.88252,150.8825226,190.9905349
3/18/2025 8:00,8,1164,2496.6924,1332.692383,114.4924728
3/18/2025 9:00,9,3790,8629.7295,4839.729492,127.6973481
3/18/2025 10:00,10,6441,10871.26,4430.259766,68.78217304
3/18/2025 11:00,11,8597,13649.35,5052.349609,58.768752
3/18/2025 12:00,12,9575,14222.108,4647.108398,48.53376917
3/18/2025 13:00,13,10194,14265.922,4071.921875,39.94429934
3/18/2025 14:00,14,9069,14023.542,4954.541992,54.63162413
3/18/2025 15:00,15,9139,12049.179,2910.178711,31.84351363
3/18/2025 16:00,16,8357,12011.219,3654.21875,43.7264419
3/18/2025 17:00,17,6428,9308.62,2880.620117,44.8136297
3/18/2025 18:00,18,3164,5893.4,2729.399902,86.26421942
3/18/2025 19:00,19,472,1283.1201,811.1201172,171.8474825
3/18/2025 20:00,20,97,596.62286,499.6228638,515.0751173
3/18/2025 21:00,21,84,513.3429,429.3428955,511.1224947
3/18/2025 22:00,22,68,439.2714,371.2713928,545.9873424
3/18/2025 23:00,23,68,405.58066,337.580658,496.4421441
3/19/2025 0:00,0,68,364.23798,296.2379761,435.6440825
3/19/2025 1:00,1,68,347.25842,279.2584229,410.6741513
3/19/2025 2:00,2,68,304.12955,236.1295471,347.249334
3/19/2025 3:00,3,68,260.0942,192.0942078,282.491482
3/19/2025 4:00,4,56,239.74023,183.7402344,328.1075614
3/19/2025 5:00,5,53,205.70026,152.7002563,288.1136912
3/19/2025 6:00,6,48,202.59642,154.5964203,322.0758756
3/19/2025 7:00,7,142,262.79752,120.7975159,85.06867315
3/19/2025 8:00,8,3166,3325.4124,159.4123535,5.03513435
3/19/2025 9:00,9,9067,9883.161,816.1611328,9.001446265
3/19/2025 10:00,10,12549,13402.779,853.7792969,6.803564403
3/19/2025 11:00,11,13243,14134.508,891.5078125,6.731917334
3/19/2025 12:00,12,13270,14454.221,1184.220703,8.924044485
3/19/2025 13:00,13,13165,14274.681,1109.680664,8.429021375
3/19/2025 14:00,14,13406,13769.003,363.0029297,2.707764655
3/19/2025 15:00,15,12275,13852.374,1577.374023,12.85029754
3/19/2025 16:00,16,10923,13540.063,2617.063477,23.95920055
3/19/2025 17:00,17,9291,11834.215,2543.214844,27.37288606
3/19/2025 18:00,18,4075,6951.044,2876.043945,70.57776553
3/19/2025 19:00,19,672,1575.3647,903.3647461,134.4292777
3/19/2025 20:00,20,222,664.78326,442.7832642,199.4519208
3/19/2025 21:00,21,106,527.7207,421.7207031,397.8497199
3/19/2025 22:00,22,54,464.80115,410.8011475,760.7428657
3/19/2025 23:00,23,50,438.0771,388.0770874,776.1541748
3/20/2025 0:00,0,32,444.67703,412.6770325,1289.615726
3/20/2025 1:00,1,29,411.18863,382.1886292,1317.891825
3/20/2025 2:00,2,25,355.04745,330.0474548,1320.189819
3/20/2025 3:00,3,24,290.15152,266.1515198,1108.964666
3/20/2025 4:00,4,24,263.94418,239.9441833,999.7674306
3/20/2025 5:00,5,24,229.90428,205.9042816,857.9345067
3/20/2025 6:00,6,24,227.98343,203.983429,849.930954
3/20/2025 7:00,7,54,263.3927,209.3927002,387.7642596
3/20/2025 8:00,8,1116,3606.5684,2490.568359,223.1692078
3/20/2025 9:00,9,4188,10303.164,6115.164063,146.0163339
3/20/2025 10:00,10,7523,13267.896,5744.896484,76.36443552
3/20/2025 11:00,11,9365,14386.829,5021.829102,53.62337535
3/20/2025 12:00,12,11114,14560.211,3446.210938,31.0078364
3/20/2025 13:00,13,11785,14402.959,2617.958984,22.21433165
3/20/2025 14:00,14,11516,14233.881,2717.880859,23.60091055
3/20/2025 15:00,15,10336,13978.648,3642.648438,35.24234169
3/20/2025 16:00,16,8143,12945.67,4802.669922,58.97912221
3/20/2025 17:00,17,5404,10770.424,5366.423828,99.30466003
3/20/2025 18:00,18,2452,5108.61,2656.609863,108.3446111
3/20/2025 19:00,19,307,1199.922,892.9219971,290.8540707
3/20/2025 20:00,20,65,499.61743,434.6174316,668.6422025
3/20/2025 21:00,21,64,513.39197,449.3919678,702.1749496
3/20/2025 22:00,22,43,496.48557,453.4855652,1054.617593
3/20/2025 23:00,23,26,472.17926,446.1792603,1716.074078
3/21/2025 0:00,0,16,363.82474,347.8247375,2173.90461
3/21/2025 1:00,1,16,328.16806,312.1680603,1951.050377
3/21/2025 2:00,2,16,284.55823,268.5582275,1678.488922
3/21/2025 3:00,3,16,234.46112,218.4611206,1365.382004
3/21/2025 4:00,4,16,220.17006,204.1700592,1276.06287
3/21/2025 5:00,5,16,190.86868,174.8686829,1092.929268
3/21/2025 6:00,6,16,186.53119,170.531189,1065.819931
3/21/2025 7:00,7,58,233.67635,175.6763458,302.8902514
3/21/2025 8:00,8,1846,2924.8735,1078.873535,58.44385348
3/21/2025 9:00,9,6074,7312.021,1238.020996,20.38230155
3/21/2025 10:00,10,8643,10480.767,1837.766602,21.26306377
3/21/2025 11:00,11,10239,11360.958,1121.958008,10.95769126
3/21/2025 12:00,12,10939,11816.805,877.8046875,8.024542348
3/21/2025 13:00,13,10892,11853.201,961.2011719,8.824836319
3/21/2025 14:00,14,9823,11812.49,1989.490234,20.2533873
3/21/2025 15:00,15,8605,11362.512,2757.511719,32.04545867
3/21/2025 16:00,16,6812,10650.484,3838.484375,56.34886047
3/21/2025 17:00,17,4645,10504.149,5859.149414,126.1388464
3/21/2025 18:00,18,2303,5067.2124,2764.212402,120.0265915
3/21/2025 19:00,19,423,1150.3308,727.3308105,171.9458181
3/21/2025 20:00,20,109,450.16708,341.1670837,312.9973245
3/21/2025 21:00,21,100,417.17065,317.1706543,317.1706543
3/21/2025 22:00,22,100,407.2738,307.2738037,307.2738037
3/21/2025 23:00,23,50,409.96085,359.9608459,719.9216919
3/22/2025 0:00,0,36,347.2175,311.2174988,864.4930522
3/22/2025 1:00,1,36,319.1196,283.1195984,786.4433289
3/22/2025 2:00,2,36,276.28653,240.2865295,667.4625821
3/22/2025 3:00,3,36,226.18945,190.1894531,528.3040365
3/22/2025 4:00,4,36,211.89833,175.8983307,488.6064741
3/22/2025 5:00,5,36,185.77164,149.771637,416.0323249
3/22/2025 6:00,6,36,182.67865,146.6786499,407.4406942
3/22/2025 7:00,7,167,226.3855,59.38549805,35.56017847
3/22/2025 8:00,8,2737,3513.8281,776.828125,28.38246712
3/22/2025 9:00,9,6964,9048.781,2084.78125,29.93654868
3/22/2025 10:00,10,8428,11691.449,3263.449219,38.72151422
3/22/2025 11:00,11,9801,11899.645,2098.644531,21.41255516
3/22/2025 12:00,12,9813,11725.593,1912.592773,19.49039818
3/22/2025 13:00,13,9638,11707.204,2069.204102,21.46922703
3/22/2025 14:00,14,9879,11559.97,1680.969727,17.01558585
3/22/2025 15:00,15,8995,11534.537,2539.537109,28.23276386
3/22/2025 16:00,16,8318,10944.838,2626.837891,31.58016219
3/22/2025 17:00,17,7857,10388.353,2531.352539,32.21779991
3/22/2025 18:00,18,4678,4990.588,312.5878906,6.682084024
3/22/2025 19:00,19,809,1130.991,321.9909668,39.80110838
3/22/2025 20:00,20,157,479.6535,322.6535034,205.5117856
3/22/2025 21:00,21,128,450.3997,322.3996887,251.8747568
3/22/2025 22:00,22,121,423.89755,302.8975525,250.3285558
3/22/2025 23:00,23,112,414.9131,302.9130859,270.4581124
3/23/2025 0:00,0,88,383.52954,295.529541,335.8290239
3/23/2025 1:00,1,84,348.383,264.3829956,314.7416614
3/23/2025 2:00,2,49,305.6398,256.639801,523.754696
3/23/2025 3:00,3,44,250.65144,206.6514435,469.6623715
3/23/2025 4:00,4,44,236.3603,192.3603058,437.1825132
3/23/2025 5:00,5,44,205.27344,161.2734375,366.5305398
3/23/2025 6:00,6,44,200.71875,156.71875,356.1789773
3/23/2025 7:00,7,181,249.09193,68.0919342,37.61985315
3/23/2025 8:00,8,2409,3800.138,1391.137939,57.74752758
3/23/2025 9:00,9,5753,9486.366,3733.366211,64.89425015
3/23/2025 10:00,10,9012,11769.25,2757.25,30.59531735
3/23/2025 11:00,11,10920,12310.154,1390.154297,12.7303507
3/23/2025 12:00,12,12359,11913.347,445.6533203,3.605901127
3/23/2025 13:00,13,12969,11998.155,970.8447266,7.48588732
3/23/2025 14:00,14,13041,11779.037,1261.962891,9.676887437
3/23/2025 15:00,15,12210,11594.083,615.9169922,5.04436521
3/23/2025 16:00,16,11180,10933.849,246.1513672,2.201711692
3/23/2025 17:00,17,9785,9606.65,178.3496094,1.822683795
3/23/2025 18:00,18,5750,5677.355,72.64501953,1.263391644
3/23/2025 19:00,19,1071,1392.8899,321.8898926,30.05507867
3/23/2025 20:00,20,209,575.045,366.0449829,175.1411401
3/23/2025 21:00,21,188,512.18,324.1799927,172.4361663
3/23/2025 22:00,22,149,472.7367,323.7366943,217.2729492
3/23/2025 23:00,23,145,465.7734,320.773407,221.2230393
3/24/2025 0:00,0,144,414.54175,270.541748,187.8762139
3/24/2025 1:00,1,131,378.49655,247.4965515,188.9286653
3/24/2025 2:00,2,88,337.19226,249.1922607,283.1730236
3/24/2025 3:00,3,43,275.57535,232.5753479,540.8729021
3/24/2025 4:00,4,40,255.22128,215.221283,538.0532074
3/24/2025 5:00,5,40,204.39906,164.3990631,410.9976578
3/24/2025 6:00,6,41,200.60623,159.6062317,389.2834919
3/24/2025 7:00,7,384,251.30675,132.6932526,34.55553452
3/24/2025 8:00,8,5345,3064.5957,2280.404297,42.66425251
3/24/2025 9:00,9,12372,7990.6484,4381.351563,35.41344619
3/24/2025 10:00,10,16336,9774.36,6561.639648,40.16674613
3/24/2025 11:00,11,17092,12772.567,4319.432617,25.27166287
3/24/2025 12:00,12,16113,13709.369,2403.630859,14.91733916
3/24/2025 13:00,13,15993,13912.371,2080.628906,13.00962237
3/24/2025 14:00,14,15912,13859.635,2052.365234,12.89822294
3/24/2025 15:00,15,14605,13573.746,1031.253906,7.060964781
3/24/2025 16:00,16,12947,12297.385,649.6152344,5.017496211
3/24/2025 17:00,17,10713,9038.248,1674.751953,15.63289418
3/24/2025 18:00,18,5651,5568.0273,82.97265625,1.468282715
3/24/2025 19:00,19,1208,1633.0675,425.0675049,35.18770736
3/24/2025 20:00,20,396,547.8534,151.8533936,38.34681655
3/24/2025 21:00,21,382,509.55685,127.5568542,33.39184666
3/24/2025 22:00,22,375,469.65662,94.65661621,25.24176432
3/24/2025 23:00,23,334,465.07742,131.0774231,39.24473745
3/25/2025 0:00,0,233,412.2516,179.2515869,76.93201155
3/25/2025 1:00,1,218,382.76382,164.7638245,75.57973599
3/25/2025 2:00,2,191,339.9662,148.9661865,77.99276781
3/25/2025 3:00,3,146,278.72522,132.7252197,90.90768474
3/25/2025 4:00,4,103,258.37115,155.3711548,150.8457813
3/25/2025 5:00,5,63,207.54895,144.5489502,229.4427781
3/25/2025 6:00,6,29,207.65512,178.6551208,616.0521409
3/25/2025 7:00,7,378,275.85605,102.1439514,27.02220937
3/25/2025 8:00,8,5043,2883.1533,2159.84668,42.82860757
3/25/2025 9:00,9,11293,8072.0254,3220.974609,28.5218685
3/25/2025 10:00,10,14581,11123.369,3457.630859,23.71326287
3/25/2025 11:00,11,15664,13838.209,1825.791016,11.6559692
3/25/2025 12:00,12,15788,15002.348,785.6523438,4.976262628
3/25/2025 13:00,13,15944,15212.353,731.6474609,4.588857633
3/25/2025 14:00,14,15676,15285.233,390.7666016,2.492769849
3/25/2025 15:00,15,15197,14635.76,561.2402344,3.693098864
3/25/2025 16:00,16,13900,13845.257,54.74316406,0.393835713
3/25/2025 17:00,17,12184,11711.014,472.9863281,3.8820283
3/25/2025 18:00,18,7591,6848.0674,742.9326172,9.787019065
3/25/2025 19:00,19,1826,2084.1223,258.1223145,14.13594274
3/25/2025 20:00,20,466,891.10144,425.1014404,91.22348507
3/25/2025 21:00,21,407,609.9412,202.9412231,49.86270839
3/25/2025 22:00,22,371,541.9515,170.9514771,46.07856524
3/25/2025 23:00,23,334,536.82043,202.8204346,60.72468101
3/26/2025 0:00,0,223,507.9241,284.9241028,127.768656
3/26/2025 1:00,1,207,485.0121,278.012085,134.3053551
3/26/2025 2:00,2,177,424.63214,247.6321411,139.9051645
3/26/2025 3:00,3,134,371.20172,237.2017212,177.0162098
3/26/2025 4:00,4,76,342.9012,266.9012146,351.1858087
3/26/2025 5:00,5,40,270.87332,230.8733215,577.1833038
3/26/2025 6:00,6,36,265.14865,229.1486511,636.5240309
3/26/2025 7:00,7,490,279.36157,210.6384277,42.98743423
3/26/2025 8:00,8,6599,781.02057,5817.979431,88.16456177
3/26/2025 9:00,9,13725,4483.761,9241.23877,67.33143001
3/26/2025 10:00,10,16021,10615.78,5405.219727,33.73834172
3/26/2025 11:00,11,15272,13714.57,1557.429688,10.1979419
3/26/2025 12:00,12,14200,14972.072,772.0722656,5.437128631
3/26/2025 13:00,13,14132,15118.776,986.7763672,6.982566991
3/26/2025 14:00,14,14160,14989.085,829.0849609,5.855119781
3/26/2025 15:00,15,13821,14371.026,550.0263672,3.979642335
3/26/2025 16:00,16,13137,13609.798,472.7978516,3.59897885
3/26/2025 17:00,17,12598,12000.885,597.1152344,4.73976214
3/26/2025 18:00,18,8100,8657.74,557.7402344,6.885681906
3/26/2025 19:00,19,2044,5972.785,3928.785156,192.2106241
3/26/2025 20:00,20,650,1734.3193,1084.319336,166.8183594
3/26/2025 21:00,21,579,691.0718,112.0717773,19.35609281
3/26/2025 22:00,22,580,629.15344,49.15344238,8.474731445
3/26/2025 23:00,23,577,619.37854,42.37854004,7.344634322
3/27/2025 0:00,0,540,495.0791,44.92089844,8.318684896
3/27/2025 1:00,1,517,462.2994,54.70059204,10.58038531
3/27/2025 2:00,2,479,406.2302,72.76980591,15.19202629
3/27/2025 3:00,3,417,349.05945,67.94055176,16.29269826
3/27/2025 4:00,4,252,318.30203,66.30203247,26.31033035
3/27/2025 5:00,5,101,252.8967,151.896698,150.3927703
3/27/2025 6:00,6,43,239.74872,196.7487183,457.5551587
3/27/2025 7:00,7,468,246.81775,221.182251,47.26116474
3/27/2025 8:00,8,5589,519.38904,5069.610962,90.70694153
3/27/2025 9:00,9,13036,4168.153,8867.847168,68.02582976
3/27/2025 10:00,10,15771,8952.502,6818.498047,43.23440522
3/27/2025 11:00,11,15156,12100.374,3055.625977,20.16116374
3/27/2025 12:00,12,14380,13789.871,590.1289063,4.103817151
3/27/2025 13:00,13,14263,13977.111,285.8886719,2.004407711
3/27/2025 14:00,14,14287,13947.036,339.9638672,2.379532912
3/27/2025 15:00,15,13841,13658.464,182.5361328,1.318807404
3/27/2025 16:00,16,12994,13666.034,672.0341797,5.171880712
3/27/2025 17:00,17,12666,13288.125,622.125,4.911771672
3/27/2025 18:00,18,8334,11145.018,2811.017578,33.72951258
